city,region,bairro,property_type,loteamento,price,bedrooms,bathrooms,house_size,lot_size,sqft_above,sqft_basement,floors,waterfront,view,condition,grade,year_built,year_renovated,zipcode,lat,long
Porto Alegre,Capital,Boa Vista,Terreno,—,703337,0,0.0,0,426,0,0,0.0,0,3,2,4,2019,0,90016,-30.07915786314242,-51.183054086369765
Nova Prata,Serra Gaúcha,Frizon,Casa,—,530112,3,2.5,136,470,116,20,2.0,0,4,4,10,1997,0,95329,-28.800959307563573,-51.62744002714633
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,660000,0,0.0,0,1481,0,0,0.0,0,1,3,6,2019,0,95335,-28.871462935126267,-51.59608063384412
Porto Alegre,Capital,Menino Deus,Casa,—,647775,3,1.5,93,641,93,0,1.0,0,1,3,5,1981,0,90010,-30.076745909084533,-51.2384164602591
Porto Alegre,Capital,Partenon,Condomínio Residencial,—,2611275,2,2.5,278,551,278,0,2.0,0,1,5,8,2007,0,90010,-30.07737442374919,-51.180887415008726
Vila Flores,Serra Gaúcha,Bairro Alto,Terreno,Residencial Horizontes,163096,0,0.0,0,414,0,0,0.0,0,1,3,6,2001,0,95344,-28.894503235281704,-51.57627473131505
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,280000,0,0.0,0,420,0,0,0.0,0,2,3,6,2021,0,95335,-28.866879384823193,-51.60578681549154
Gramado,Serra Gaúcha,Mato Queimado,Casa,—,3410313,3,1.5,155,464,155,0,1.0,1,3,4,7,1998,0,95674,-29.40022560990208,-50.8394724226584
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,330000,0,0.0,0,475,0,0,0.0,0,1,3,6,2024,0,95335,-28.86132387306303,-51.61360523293246
Nova Prata,Serra Gaúcha,Clivatti,Casa,—,775915,3,3.0,223,464,223,0,2.0,0,3,4,10,1981,0,95325,-28.80207269809823,-51.56921320882918
Canela,Serra Gaúcha,Jardim,Casa,—,1180673,2,2.0,78,501,56,22,2.0,0,4,4,5,2009,0,95683,-29.38154910083096,-50.817591787919014
Gramado,Serra Gaúcha,Várzea Grande,Condomínio Residencial,—,8360051,2,3.5,339,797,339,0,1.0,0,0,3,10,2013,0,95673,-29.33176409759145,-50.87079869936556
Farroupilha,Serra Gaúcha,Cinquentenário,Condomínio Residencial,—,1465275,4,2.0,223,648,223,0,2.0,0,1,3,12,2020,0,95187,-29.218046045929906,-51.30420914198783
Porto Alegre,Capital,Bela Vista,Terreno,—,1494414,0,0.0,0,948,0,0,0.0,0,3,3,5,1997,0,90014,-30.04406291450219,-51.18040004312155
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,1110425,3,1.0,150,150,150,0,5.0,0,4,2,9,2020,0,95012,-29.173678888045234,-51.202706048743444
Nova Prata,Serra Gaúcha,Centro,Terreno,Lot. Gênova,217850,0,0.0,0,353,0,0,0.0,0,1,3,3,1998,0,95322,-28.802170390811565,-51.609621255209355
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Cond. Jardim Europa,296609,0,0.0,0,1108,0,0,0.0,0,2,3,6,2017,0,95339,-28.974582903306967,-51.56355792038182
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Apartamento,—,569980,1,2.0,135,135,135,0,12.0,0,1,2,10,2004,0,95159,-29.401329921324734,-51.13776673479189
Canela,Serra Gaúcha,Jardim,Terreno,—,1034451,0,0.0,0,365,0,0,0.0,0,0,2,6,1990,0,95680,-29.402600151070097,-50.81983900975192
Farroupilha,Serra Gaúcha,Desvio Rizzo,Apartamento,—,773824,1,1.0,137,137,137,0,7.0,0,2,2,9,1997,0,95189,-29.219915211655003,-51.35653223521567
Nova Prata,Serra Gaúcha,Frizon,Terreno,Lot. Frizon / Chiomento,138173,0,0.0,0,361,0,0,0.0,0,2,3,3,1996,0,95326,-28.751473826461645,-51.63166094310142
Porto Alegre,Capital,Partenon,Casa,—,916045,4,2.5,116,465,116,0,1.0,0,4,5,8,1981,2002,90017,-30.04955939232577,-51.18010422322509
Caxias do Sul,Serra Gaúcha,Exposição,Casa,—,915488,4,2.0,106,390,106,0,1.0,0,4,4,5,2019,0,95019,-29.20989328285364,-51.21910970257763
Farroupilha,Serra Gaúcha,Cinquentenário,Casa,—,1066680,2,1.5,208,761,208,0,1.0,0,1,5,10,2003,2001,95181,-29.241291002059405,-51.36575455998992
Caxias do Sul,Serra Gaúcha,Exposição,Casa,—,2132773,3,1.5,247,407,247,0,2.0,0,4,5,5,2007,0,95010,-29.19758998952671,-51.15814584380549
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Apartamento,—,512392,3,2.0,109,109,109,0,7.0,0,0,4,10,1970,0,95154,-29.328221782797797,-51.15642294189058
Gramado,Serra Gaúcha,Três Pinheiros,Terreno,—,1917370,0,0.0,0,416,0,0,0.0,0,3,2,5,2018,0,95676,-29.38604070817491,-50.87965983736828
Caxias do Sul,Serra Gaúcha,Sagrada Família,Apartamento,—,480883,3,1.0,66,66,66,0,5.0,0,2,2,8,1970,0,95013,-29.154774533584085,-51.171695252135606
Gramado,Serra Gaúcha,Três Pinheiros,Terreno,—,4126566,0,0.0,0,989,0,0,0.0,0,0,3,3,2013,0,95674,-29.38856455967509,-50.83376530322742
Caxias do Sul,Serra Gaúcha,São Pelegrino,Apartamento,—,443276,3,1.0,57,57,57,0,3.0,0,4,4,8,1972,2005,95011,-29.18131637095894,-51.16866670442557
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,250000,0,0.0,0,421,0,0,0.0,0,1,3,6,2021,0,95335,-28.86766347062993,-51.600340102364406
Porto Alegre,Capital,Cidade Baixa,Apartamento,—,1175045,2,2.0,168,168,168,0,10.0,0,4,3,9,2006,0,90010,-29.994659865418285,-51.23417607585173
Farroupilha,Serra Gaúcha,São Caetano,Casa,—,1162137,2,1.0,214,475,214,0,2.0,0,2,2,8,2016,0,95186,-29.182613117881704,-51.30156934913186
Canela,Serra Gaúcha,Jardim,Apartamento,—,1955919,1,2.0,131,131,131,0,5.0,0,4,4,7,2011,0,95681,-29.371417715439225,-50.834895920791325
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Femaçã médio,234537,0,0.0,0,369,0,0,0.0,0,1,3,5,2005,0,95332,-28.983036902228072,-51.5406735899837
Porto Alegre,Capital,Cidade Baixa,Apartamento,—,658562,2,2.0,89,89,89,0,6.0,0,4,3,9,2015,0,90019,-30.024971981087937,-51.20846933255239
Vila Flores,Serra Gaúcha,Linha Aimoré,Casa,—,435644,2,1.5,183,391,183,0,1.0,0,2,4,5,2011,2014,95336,-28.86034386892258,-51.55294729488655
Garibaldi,Serra Gaúcha,Bela Vista,Comercial,—,963518,0,2.0,239,431,239,0,3.0,0,0,5,8,1981,0,95729,-29.221907215299993,-51.58238356057323
Vila Flores,Serra Gaúcha,Linha Aimoré,Apartamento,—,452728,2,1.0,177,177,177,0,12.0,0,0,3,6,2013,0,95335,-28.852770510386925,-51.625000613767114
Vila Flores,Serra Gaúcha,Centro,Comercial,—,627550,0,1.0,266,290,266,0,2.0,0,1,5,8,2008,0,95344,-28.883247128247742,-51.595418585092666
Canela,Serra Gaúcha,Fontes do Ipê,Casa,—,3595809,2,3.0,231,620,231,0,2.0,0,1,3,8,1975,0,95683,-29.385952191478463,-50.7905928912519
Caxias do Sul,Serra Gaúcha,Centro,Terreno,—,826707,0,0.0,0,546,0,0,0.0,0,2,2,5,2011,0,95016,-29.146839954050126,-51.16835055185298
Garibaldi,Serra Gaúcha,Centro,Apartamento,—,698589,2,2.0,138,138,138,0,4.0,0,1,5,8,1992,0,95728,-29.296486073474853,-51.54461976975115
Bento Gonçalves,Serra Gaúcha,Fátima,Apartamento,—,1025048,3,1.0,147,147,147,0,3.0,0,4,3,10,2013,0,95705,-29.137973817551607,-51.52061848826623
Veranópolis,Serra Gaúcha,Interior,Casa,—,807636,2,2.5,259,403,259,0,2.0,0,3,5,9,2021,0,95332,-28.93839220317889,-51.60029148000187
Canela,Serra Gaúcha,São José,Apartamento,—,1519865,2,2.0,119,119,119,0,6.0,0,0,3,6,1998,0,95683,-29.349258325345605,-50.794738915166256
Nova Prata,Serra Gaúcha,Interior,Apartamento,—,441012,3,1.0,139,139,139,0,8.0,0,2,3,8,2004,0,95326,-28.79348537242997,-51.60171006089796
Vila Flores,Serra Gaúcha,Linha Aimoré,Comercial,—,297822,0,1.0,127,289,127,0,2.0,0,2,4,9,2010,0,95338,-28.88401763917722,-51.62327883773959
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,660000,0,0.0,0,1276,0,0,0.0,0,2,3,6,2020,0,95335,-28.869517219786502,-51.60997810278504
Bento Gonçalves,Serra Gaúcha,São Bento,Casa,—,1903940,3,2.0,269,436,269,0,1.0,0,1,2,10,2013,0,95706,-29.217774955993786,-51.54969602934824
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Apartamento,—,1110554,1,1.0,147,147,147,0,5.0,0,0,2,6,1981,0,95019,-29.16201528329481,-51.15924100489144
Porto Alegre,Capital,Centro Histórico,Terreno,—,1557437,0,0.0,0,859,0,0,0.0,0,2,2,4,2015,0,90013,-30.01939703743781,-51.25064567588465
Garibaldi,Serra Gaúcha,Bela Vista,Condomínio Residencial,—,922263,3,3.0,142,622,142,0,1.0,0,3,5,8,2020,0,95727,-29.248225618610817,-51.54761579813093
Gramado,Serra Gaúcha,Várzea Grande,Condomínio Residencial,—,3174079,2,2.5,133,239,133,0,1.0,0,4,4,9,1987,0,95673,-29.384634398483975,-50.9104708678039
Caxias do Sul,Serra Gaúcha,Centro,Casa,—,990177,2,3.5,123,354,123,0,1.0,0,0,4,6,1992,0,95017,-29.197838347835255,-51.221246409453926
Caxias do Sul,Serra Gaúcha,Exposição,Casa,—,2162633,3,1.0,248,514,248,0,3.0,0,0,3,7,1978,0,95012,-29.132510911532535,-51.138654768316414
Nova Prata,Serra Gaúcha,Frizon,Terreno,Lot. Frizon / Chiomento,129718,0,0.0,0,369,0,0,0.0,0,1,3,5,1993,0,95320,-28.752078761561272,-51.593005949567086
Nova Petrópolis,Serra Gaúcha,Vila Nova,Comercial,—,911549,0,1.0,260,452,260,0,1.0,0,1,2,8,1996,2016,95158,-29.35219007903583,-51.07284218482191
Porto Alegre,Capital,Chácara das Pedras,Apartamento,—,886655,3,2.0,111,111,111,0,10.0,0,0,5,9,2002,2007,90012,-30.04993685883683,-51.18196125272751
Veranópolis,Serra Gaúcha,Renovação,Casa,—,269245,2,3.0,83,264,83,0,2.0,0,1,3,9,1984,2016,95334,-28.94116497369995,-51.55498245482504
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Femaçã médio,227297,0,0.0,0,477,0,0,0.0,0,2,3,3,2019,0,95332,-28.957468444932154,-51.53730618881011
Nova Prata,Serra Gaúcha,Interior,Terreno,Condomínio fechado interior,332771,0,0.0,0,2106,0,0,0.0,0,2,3,6,2012,0,95325,-28.772564712078417,-51.64620409861874
Vila Flores,Serra Gaúcha,Linha Aimoré,Terreno,Linha Aimoré,180123,0,0.0,0,780,0,0,0.0,0,0,1,5,2015,0,95338,-28.841642598373564,-51.569641230473955
Gramado,Serra Gaúcha,Morada da Serra,Comercial,—,4085006,0,1.0,255,299,255,0,2.0,0,2,5,6,2020,0,95672,-29.37421865397595,-50.83419128720315
Garibaldi,Serra Gaúcha,Centro,Terreno,—,1071441,0,0.0,0,946,0,0,0.0,0,3,3,4,1999,0,95722,-29.29124241878155,-51.486755248799575
Veranópolis,Serra Gaúcha,Medianeira,Apartamento,—,382212,2,2.0,131,131,131,0,4.0,0,1,3,10,1991,0,95330,-28.92709143603651,-51.56385796934078
Veranópolis,Serra Gaúcha,Renovação,Casa,—,807344,3,2.0,279,491,279,0,1.0,0,3,3,7,2005,0,95336,-28.964718925470585,-51.60218583327812
Gramado,Serra Gaúcha,Morada da Serra,Condomínio Residencial,—,3448128,3,2.5,137,604,137,0,2.0,0,2,4,11,1988,0,95670,-29.349242827019733,-50.9000296218664
Bento Gonçalves,Serra Gaúcha,São Roque,Casa,—,431433,3,2.0,70,266,70,0,1.0,0,0,3,6,1986,0,95709,-29.19417077696341,-51.472394909219595
Porto Alegre,Capital,Moinhos de Vento,Terreno,—,1109620,0,0.0,0,761,0,0,0.0,0,3,3,3,1993,0,90012,-30.07335677456705,-51.21523541788425
Garibaldi,Serra Gaúcha,Centro,Condomínio Residencial,—,816220,3,3.5,129,405,129,0,1.0,0,0,4,10,2008,0,95720,-29.216116163306296,-51.50011839699253
Bento Gonçalves,Serra Gaúcha,São Bento,Apartamento,—,757068,2,1.0,129,129,129,0,12.0,0,4,2,8,2006,2006,95709,-29.162806660868984,-51.562052138820796
Farroupilha,Serra Gaúcha,São Caetano,Apartamento,—,510325,2,2.0,89,89,89,0,10.0,0,1,4,7,1977,0,95181,-29.20753441539151,-51.321607883264036
Veranópolis,Serra Gaúcha,Medianeira,Apartamento,—,481999,1,2.0,154,154,154,0,2.0,0,1,3,8,2003,2000,95338,-28.957989070278238,-51.554601715604925
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,330000,0,0.0,0,475,0,0,0.0,0,2,3,6,2023,0,95335,-28.864763796592783,-51.61263540042957
Porto Alegre,Capital,Petrópolis,Apartamento,—,433064,1,2.0,60,60,60,0,10.0,0,1,4,10,1990,2017,90016,-30.072149755856735,-51.2595158808603
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Cond. Jardim Europa,259824,0,0.0,0,1009,0,0,0.0,0,0,2,5,2000,0,95338,-28.93821920617481,-51.50915886691153
Porto Alegre,Capital,Petrópolis,Terreno,—,1371753,0,0.0,0,713,0,0,0.0,0,1,2,6,1994,0,90014,-30.069269698452803,-51.248528505917605
Veranópolis,Serra Gaúcha,Renovação,Terreno,Renovação,419100,0,0.0,0,459,0,0,0.0,0,2,1,5,1991,0,95335,-28.93647778593997,-51.522951711386646
Garibaldi,Serra Gaúcha,Bela Vista,Terreno,—,1200313,0,0.0,0,975,0,0,0.0,0,0,3,4,2023,0,95721,-29.26895283918026,-51.57306609399758
Vila Flores,Serra Gaúcha,Linha Aimoré,Apartamento,—,109258,1,2.0,45,45,45,0,6.0,0,3,5,6,2004,2012,95341,-28.85815570676705,-51.626732974888874
Gramado,Serra Gaúcha,Centro,Casa,—,2100311,4,2.0,99,567,99,0,2.0,0,0,3,10,2000,0,95674,-29.360762728283476,-50.898292596028
Gramado,Serra Gaúcha,Mato Queimado,Terreno,—,3557848,0,0.0,0,765,0,0,0.0,0,1,3,5,2009,0,95674,-29.335129456746404,-50.89592066600394
Farroupilha,Serra Gaúcha,Centro,Terreno,—,1573842,0,0.0,0,1161,0,0,0.0,0,2,1,3,2018,0,95187,-29.23273792295764,-51.39327757610294
Gramado,Serra Gaúcha,Centro,Terreno,—,3891661,0,0.0,0,1007,0,0,0.0,0,0,1,4,2023,0,95678,-29.36495055645095,-50.852591955573814
Canela,Serra Gaúcha,Centro,Comercial,—,2344600,0,1.0,188,219,188,0,2.0,0,0,5,5,2003,0,95686,-29.32604235665617,-50.800378521034936
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,330000,0,0.0,0,476,0,0,0.0,0,0,3,6,2021,0,95335,-28.874624053089377,-51.5981558298577
Porto Alegre,Capital,Cidade Baixa,Condomínio Residencial,—,1862539,2,3.5,207,706,207,0,2.0,0,2,3,8,1980,0,90015,-30.021063001879256,-51.25703959614164
Porto Alegre,Capital,Menino Deus,Casa,—,675253,3,3.5,85,545,85,0,1.0,0,1,2,5,1975,2004,90014,-30.024260624815696,-51.24302392246407
Caxias do Sul,Serra Gaúcha,Sanvitto,Condomínio Residencial,—,2192302,3,2.0,205,629,159,46,1.0,0,3,5,8,1973,0,95015,-29.135225220856086,-51.15537310665195
Vila Flores,Serra Gaúcha,Linha Aimoré,Casa,—,535546,4,2.0,231,708,231,0,2.0,0,1,3,9,2009,0,95336,-28.872831159068237,-51.6105147777409
Bento Gonçalves,Serra Gaúcha,São Bento,Casa,—,1957387,2,2.0,283,847,210,73,2.0,0,1,4,5,2012,0,95700,-29.201535359340234,-51.5365432774879
Canela,Serra Gaúcha,Centro,Apartamento,—,1362885,1,1.0,93,93,93,0,5.0,0,1,2,8,1970,0,95685,-29.35304619853149,-50.77374242236617
Porto Alegre,Capital,Menino Deus,Terreno,—,1494746,0,0.0,0,840,0,0,0.0,0,1,2,3,2008,0,90013,-30.035307033730128,-51.17825217132861
Nova Prata,Serra Gaúcha,Santa Cruz,Terreno,Lot. Schneider,213921,0,0.0,0,344,0,0,0.0,0,3,1,3,2017,0,95323,-28.744339294732534,-51.582353691574085
Nova Prata,Serra Gaúcha,Centro,Apartamento,—,188169,3,1.0,58,58,58,0,7.0,0,3,3,8,2017,2004,95320,-28.75658101171842,-51.610480302467046
Veranópolis,Serra Gaúcha,São Pelegrino,Apartamento,—,529923,1,2.0,169,169,169,0,4.0,0,2,5,8,1972,0,95332,-28.95430333327615,-51.56841978917281
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Comercial,—,1288579,0,2.0,313,429,313,0,1.0,0,2,3,5,2010,2005,95158,-29.38038718052176,-51.09413385486567
Porto Alegre,Capital,Centro Histórico,Apartamento,—,381799,3,2.0,50,50,50,0,1.0,0,1,5,8,1991,0,90014,-30.05179170706333,-51.19065039784513
Veranópolis,Serra Gaúcha,São Pelegrino,Terreno,Solar Norte,184255,0,0.0,0,409,0,0,0.0,0,2,2,4,2016,0,95335,-28.971198350447853,-51.56274379822177
Bento Gonçalves,Serra Gaúcha,São Roque,Casa,—,583084,3,1.5,93,222,93,0,1.0,0,4,2,10,2006,0,95701,-29.185534345400296,-51.55286694904933
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,246000,0,0.0,0,464,0,0,0.0,0,0,3,6,2025,0,95335,-28.85401856990539,-51.60551459672356
Farroupilha,Serra Gaúcha,São Caetano,Casa,—,536439,2,2.0,106,545,106,0,3.0,0,0,3,8,1981,0,95180,-29.2095501628286,-51.32419071191446
Vila Flores,Serra Gaúcha,Bairro Alto,Comercial,—,194421,0,2.0,88,223,88,0,1.0,0,1,2,7,1993,0,95336,-28.82710841101335,-51.59944040741375
Farroupilha,Serra Gaúcha,São Caetano,Apartamento,—,673664,3,1.0,116,116,116,0,2.0,0,4,2,9,1976,2015,95186,-29.26327299848209,-51.38546843940971
Porto Alegre,Capital,Cristal,Apartamento,—,851213,1,1.0,124,124,124,0,2.0,0,2,3,9,2020,0,90018,-30.048972834297697,-51.24259873391122
Bento Gonçalves,Serra Gaúcha,Centro,Apartamento,—,786079,1,2.0,117,117,117,0,1.0,0,3,5,6,1972,0,95709,-29.138202389223377,-51.548009378428866
Bento Gonçalves,Serra Gaúcha,São Bento,Casa,—,772939,4,3.0,130,486,130,0,1.0,0,4,3,8,1987,0,95703,-29.1800260280893,-51.55409364163078
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Casa,—,2009709,3,1.0,270,437,270,0,2.0,0,1,2,5,1994,0,95014,-29.19970301502782,-51.143602785899425
Vila Flores,Serra Gaúcha,Bairro Alto,Terreno,Residencial Horizontes,220791,0,0.0,0,507,0,0,0.0,0,2,2,6,2016,0,95343,-28.89357909359557,-51.57527706286926
Canela,Serra Gaúcha,Fontes do Ipê,Casa,—,4278162,3,1.5,285,496,285,0,2.0,0,2,4,10,1976,2003,95686,-29.381158386644397,-50.850956705855374
Nova Prata,Serra Gaúcha,Santa Cruz,Comercial,—,422325,0,1.0,138,284,138,0,1.0,0,1,4,8,1979,0,95321,-28.76715943987331,-51.58908243029092
Porto Alegre,Capital,Chácara das Pedras,Apartamento,—,966409,3,2.0,124,124,124,0,4.0,0,4,3,8,1989,2000,90015,-30.081441652088813,-51.19041509413413
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Apartamento,—,827939,3,1.0,105,105,105,0,5.0,0,3,2,8,1996,0,95015,-29.132973464015002,-51.159612707213235
Veranópolis,Serra Gaúcha,Centro,Casa,—,517663,2,3.5,166,371,142,24,3.0,0,0,5,8,1986,0,95332,-28.94985823586316,-51.545356209006435
Caxias do Sul,Serra Gaúcha,Centro,Apartamento,—,1070408,1,1.0,127,127,127,0,8.0,0,1,4,8,2012,0,95013,-29.154839617270344,-51.22385191198841
Gramado,Serra Gaúcha,Três Pinheiros,Casa,—,5259649,2,3.0,246,438,192,54,2.0,0,1,3,6,1978,0,95672,-29.378879035068667,-50.85049068522872
Vila Flores,Serra Gaúcha,Centro,Casa,—,505774,3,2.0,216,550,216,0,1.0,0,2,2,6,1976,0,95335,-28.840970910982758,-51.553869488614225
Vila Flores,Serra Gaúcha,Bairro Alto,Condomínio Residencial,—,428282,3,2.5,145,573,145,0,2.0,0,3,3,9,1999,0,95342,-28.887901113436552,-51.63896737400146
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Casa,—,808026,2,2.5,92,566,92,0,2.0,0,3,5,9,2009,0,95011,-29.162164514407237,-51.20809712099574
Farroupilha,Serra Gaúcha,Pio X,Apartamento,—,936153,1,1.0,161,161,161,0,3.0,0,0,3,10,1978,0,95184,-29.177942931094844,-51.37279717202103
Porto Alegre,Capital,Cristal,Casa,—,1860155,2,3.0,227,654,227,0,1.0,0,4,4,8,1970,2012,90016,-29.989132647502167,-51.239170033541654
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,235000,0,0.0,0,415,0,0,0.0,0,1,3,6,2025,0,95335,-28.867971106112254,-51.60656158883144
Porto Alegre,Capital,Boa Vista,Casa,—,1938928,4,3.5,231,652,231,0,2.0,0,1,5,10,1978,0,90015,-30.044937363311313,-51.216876682617595
Canela,Serra Gaúcha,São José,Terreno,—,1855378,0,0.0,0,586,0,0,0.0,0,3,2,4,2005,0,95681,-29.356941978900267,-50.80230227414519
Garibaldi,Serra Gaúcha,Progresso,Casa,—,642941,2,1.5,142,471,142,0,2.0,0,2,2,8,2012,2003,95727,-29.25209103814373,-51.556335378922945
Veranópolis,Serra Gaúcha,Medianeira,Terreno,Medianeira,275453,0,0.0,0,632,0,0,0.0,0,0,3,6,2002,0,95331,-28.931728683373585,-51.57485612705388
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,530000,0,0.0,0,932,0,0,0.0,0,1,3,6,2021,0,95335,-28.85099928333927,-51.61253234387834
Farroupilha,Serra Gaúcha,Centro,Condomínio Residencial,—,2190046,4,3.5,331,714,331,0,1.0,0,3,5,9,1992,0,95185,-29.21302201733781,-51.37005821517256
Caxias do Sul,Serra Gaúcha,São Pelegrino,Terreno,—,1956714,0,0.0,0,1162,0,0,0.0,0,0,3,5,2000,0,95018,-29.18303452522552,-51.223276631818315
Gramado,Serra Gaúcha,Mato Queimado,Condomínio Residencial,—,9442378,3,2.5,343,643,343,0,2.0,0,1,5,12,2006,2008,95679,-29.349454296950412,-50.863829125501184
Veranópolis,Serra Gaúcha,Renovação,Casa,—,408184,2,3.0,143,692,143,0,1.0,1,1,2,9,2021,0,95333,-28.971244987909014,-51.55061358050483
Farroupilha,Serra Gaúcha,Desvio Rizzo,Condomínio Residencial,—,1286082,2,2.0,175,770,144,31,2.0,0,4,4,8,1970,0,95188,-29.20083622454761,-51.32410813155363
Caxias do Sul,Serra Gaúcha,Centro,Casa,—,950425,3,2.5,128,412,128,0,1.0,0,2,4,5,1975,0,95017,-29.21444348229536,-51.1499800779347
Porto Alegre,Capital,Petrópolis,Apartamento,—,374877,2,1.0,55,55,55,0,2.0,0,1,2,10,1984,0,90016,-30.046629749781452,-51.20650232240425
Nova Prata,Serra Gaúcha,Centro,Casa,—,556983,2,2.5,169,357,133,36,1.0,0,0,3,6,1989,0,95324,-28.801920208815783,-51.56636532203563
Nova Prata,Serra Gaúcha,Interior,Terreno,Condomínio fechado interior,452864,0,0.0,0,2126,0,0,0.0,0,1,1,5,2016,0,95321,-28.815356992803967,-51.56502870197289
Farroupilha,Serra Gaúcha,Cinquentenário,Casa,—,769943,4,1.0,145,231,145,0,1.0,0,0,4,8,1979,2019,95180,-29.233461624766502,-51.34263220693228
Bento Gonçalves,Serra Gaúcha,São Bento,Terreno,—,1264676,0,0.0,0,779,0,0,0.0,0,3,1,6,2006,0,95700,-29.191268890756067,-51.51034445323654
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,410000,0,0.0,0,800,0,0,0.0,0,2,3,6,2019,0,95335,-28.85594235462507,-51.59495071468163
Garibaldi,Serra Gaúcha,Progresso,Casa,—,1028329,3,1.0,221,789,221,0,2.0,0,1,5,6,1980,0,95722,-29.26422488312424,-51.56669475905779
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Femaçã médio,210937,0,0.0,0,427,0,0,0.0,0,3,2,5,1992,0,95330,-28.961713982890114,-51.54010197536225
Caxias do Sul,Serra Gaúcha,São Pelegrino,Terreno,—,1666155,0,0.0,0,889,0,0,0.0,0,0,2,6,1990,0,95011,-29.145874235078047,-51.22235937460312
Garibaldi,Serra Gaúcha,Bela Vista,Casa,—,1395509,2,2.0,272,852,272,0,3.0,0,3,4,10,1988,0,95721,-29.218244140719758,-51.49277675329466
Gramado,Serra Gaúcha,Várzea Grande,Condomínio Residencial,—,8802716,4,3.5,341,818,341,0,1.0,0,0,4,9,2019,2019,95678,-29.379036045312372,-50.876732792372934
Porto Alegre,Capital,Chácara das Pedras,Apartamento,—,542393,2,2.0,72,72,72,0,1.0,0,2,5,7,2002,0,90010,-30.039439279191768,-51.1904573735056
Farroupilha,Serra Gaúcha,Desvio Rizzo,Apartamento,—,876643,1,2.0,159,159,159,0,5.0,0,4,4,7,2000,0,95185,-29.264051818051,-51.30466437598178
Garibaldi,Serra Gaúcha,Bela Vista,Apartamento,—,518839,3,1.0,120,120,120,0,12.0,0,4,4,9,1971,0,95726,-29.258252817729947,-51.51508696741855
Bento Gonçalves,Serra Gaúcha,Charqueadas,Condomínio Residencial,—,1162669,3,3.5,149,474,149,0,3.0,0,0,3,9,2002,0,95705,-29.148550592580452,-51.4815540658043
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,285000,0,0.0,0,406,0,0,0.0,0,2,3,6,2019,0,95335,-28.85824555530953,-51.610428414915646
Garibaldi,Serra Gaúcha,Progresso,Condomínio Residencial,—,962805,2,2.0,172,716,172,0,2.0,0,1,3,9,2002,0,95729,-29.231647384569165,-51.56269741647466
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,298000,0,0.0,0,420,0,0,0.0,0,0,3,6,2020,0,95335,-28.86091496382079,-51.592615328979356
Caxias do Sul,Serra Gaúcha,Centro,Terreno,—,773742,0,0.0,0,450,0,0,0.0,0,1,2,4,2007,0,95019,-29.13557433508478,-51.19927909096776
Bento Gonçalves,Serra Gaúcha,São Bento,Apartamento,—,796253,2,2.0,129,129,129,0,7.0,0,0,3,9,1972,2005,95704,-29.216701799792094,-51.49054474822318
Nova Prata,Serra Gaúcha,Centro,Apartamento,—,597755,2,1.0,160,160,160,0,2.0,0,1,4,10,2017,0,95324,-28.794940147234236,-51.63132255965387
Nova Prata,Serra Gaúcha,São Cristóvão,Casa,—,596898,4,3.0,155,247,129,26,2.0,0,3,4,7,1995,2017,95328,-28.81860485221511,-51.56380564807261
Caxias do Sul,Serra Gaúcha,São Pelegrino,Comercial,—,1637810,0,2.0,268,351,268,0,2.0,0,0,4,6,1978,0,95017,-29.210819390062877,-51.21789571846378
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Apartamento,—,711006,2,1.0,95,95,95,0,6.0,0,0,3,8,1985,2023,95012,-29.139607074421228,-51.174416353782235
